Rank,Change,Relationship,Fandom,Total Works,New Works,Fandom_Relationship
14,-6,Derek Hale x Stiles Stilinski,Teen Wolf,56021,8516,Teen Wolf - Derek Hale x Stiles Stilinski
16,New,Anthony J. Crowley x Aziraphale,Good Omens,8737,8475,Good Omens - Anthony J. Crowley x Aziraphale
17,-1,Kim Namjoon | Rap Monster/RM x Kim Seokjin | Jin,Bangtan Boys / BTS,13558,8418,Bangtan Boys / BTS - Kim Namjoon | Rap Monster/RM x Kim Seokjin | Jin
18,1,Jeon Jungkook | Jungkook x Park Jimin | Jimin,Bangtan Boys / BTS,13306,8247,Bangtan Boys / BTS - Jeon Jungkook | Jungkook x Park Jimin | Jimin
19,8,Adrien Agreste | Chat Noir x Marinette Dupain-Cheng | Ladybug,Miraculous: Tales of Ladybug & Cat Noir | Miraculous: Les Aventures de Ladybug et Chat Noir,14477,8196,Miraculous: Tales of Ladybug & Cat Noir | Miraculous: Les Aventures de Ladybug et Chat Noir - Adrien Agreste | Chat Noir x Marinette Dupain-Cheng | Ladybug
20,New,Midoriya Izuku | Deku x Todoroki Shouto | Shoto,My Hero Academia | 僕のヒーローアカデミア,9116,8136,My Hero Academia | 僕のヒーローアカデミア - Midoriya Izuku | Deku x Todoroki Shouto | Shoto
21,-15,John Watson x Sherlock Holmes,Sherlock,59436,7230,Sherlock - John Watson x Sherlock Holmes
22,0,Jung Hoseok | J-Hope x Min Yoongi | Suga,Bangtan Boys / BTS,10433,6561,Bangtan Boys / BTS - Jung Hoseok | J-Hope x Min Yoongi | Suga
23,New,Tony Stark | Iron Man x Virginia 'Pepper' Potts | Rescue,Marvel,13847,6144,Marvel - Tony Stark | Iron Man x Virginia 'Pepper' Potts | Rescue
24,-11,Kara Danvers/Zor-El | Supergirl x Lena Luthor | Ultrawoman,DC,9459,5677,DC - Kara Danvers/Zor-El | Supergirl x Lena Luthor | Ultrawoman
25,-10,Dan Howell | danisnotonfire x Phil Lester | AmazingPhil,Youtube,15554,5633,Youtube - Dan Howell | danisnotonfire x Phil Lester | AmazingPhil
26,24,Jeon Jungkook | Jungkook x Min Yoongi | Suga,Bangtan Boys / BTS,7452,5030,Bangtan Boys / BTS - Jeon Jungkook | Jungkook x Min Yoongi | Suga
27,New,Loki Laufeyson/Odinson x Thor Odinson,Marvel,11533,4794,Marvel - Loki Laufeyson/Odinson x Thor Odinson
28,5,Remus Lupin x Sirius Black,Harry Potter Universe,14755,4622,Harry Potter Universe - Remus Lupin x Sirius Black
29,11,Kim Taehyung | V x Park Jimin | Jimin,Bangtan Boys / BTS,7401,4485,Bangtan Boys / BTS - Kim Taehyung | V x Park Jimin | Jimin
30,-12,Armitage Hux x Ben Solo | Kylo Ren,Star Wars Universe,12275,4265,Star Wars Universe - Armitage Hux x Ben Solo | Kylo Ren
31,-10,Hannibal Lecter x Will Graham,Hannibal,15214,3964,Hannibal - Hannibal Lecter x Will Graham
32,New,Eddie Kaspbrak x Richie Tozier,IT,3799,3799,IT - Eddie Kaspbrak x Richie Tozier
33,New,Connor (RK800) x Hank Anderson,Detroit: Become Human,3782,3782,Detroit: Become Human - Connor (RK800) x Hank Anderson
34,44,Kim Taehyung | V x Min Yoongi | Suga,Bangtan Boys / BTS,5546,3746,Bangtan Boys / BTS - Kim Taehyung | V x Min Yoongi | Suga
35,39,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America x Y/N | Reader,Marvel,6201,3730,Marvel - James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America x Y/N | Reader
36,New,Aizawa Shouta | Eraserhead x Yamada Hizashi | Present Mic,My Hero Academia | 僕のヒーローアカデミア,3779,3612,My Hero Academia | 僕のヒーローアカデミア - Aizawa Shouta | Eraserhead x Yamada Hizashi | Present Mic
37,5,Arthur Pendragon x Merlin,Merlin,21070,3511,Merlin - Arthur Pendragon x Merlin
38,38,Dana Scully x Fox Mulder,The X-Files,7604,3510,The X-Files - Dana Scully x Fox Mulder
39,17,Dazai Osamu x Nakahara Chuuya,Bungou Stray Dogs | 文豪ストレイドッグス,5279,3509,Bungou Stray Dogs | 文豪ストレイドッグス - Dazai Osamu x Nakahara Chuuya
40,42,Betty Cooper x Jughead Jones,Archie Comics Universe,4646,3501,Archie Comics Universe - Betty Cooper x Jughead Jones
41,New,Rose Tyler x The Tenth Doctor,Doctor Who Universe,9081,3499,Doctor Who Universe - Rose Tyler x The Tenth Doctor
42,-30,Dean Winchester x Sam Winchester,Supernatural,26287,3493,Supernatural - Dean Winchester x Sam Winchester
43,45,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America x Tony Stark | Iron Man,Marvel,5947,3443,Marvel - James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America x Tony Stark | Iron Man
44,1,Dean Winchester x Y/N | Reader,Supernatural,7457,3439,Supernatural - Dean Winchester x Y/N | Reader
45,New,Stephen Strange | Doctor Strange x Tony Stark | Iron Man,Marvel,3480,3405,Marvel - Stephen Strange | Doctor Strange x Tony Stark | Iron Man
46,New,Peter Parker | Spiderman x Tony Stark | Iron Man,Marvel,3573,3368,Marvel - Peter Parker | Spiderman x Tony Stark | Iron Man
47,New,Lee Donghyuck | Haechan x Mark Lee | Mark,Neo Culture Technology / NCT,3541,3214,Neo Culture Technology / NCT - Lee Donghyuck | Haechan x Mark Lee | Mark
48,15,"James Potter x Lily Potter, née Evans",Harry Potter Universe,8029,3196,"Harry Potter Universe - James Potter x Lily Potter, née Evans"
49,15,Jon Snow x Sansa Stark,A Song of Ice and Fire / Game of Thrones Universe,5736,3179,A Song of Ice and Fire / Game of Thrones Universe - Jon Snow x Sansa Stark
50,New,Keith & Lance,Voltron,4193,3171,Voltron - Keith & Lance
51,New,Ben Solo | Kylo Ren & Rey,Star Wars Universe,4213,3124,Star Wars Universe - Ben Solo | Kylo Ren & Rey
52,-14,Harry Styles x Louis Tomlinson,One Direction,32449,3115,One Direction - Harry Styles x Louis Tomlinson
53,30,Byun Baekhyun | Baekhyun x Park Chanyeol | Chanyeol,EXO,5212,3112,EXO - Byun Baekhyun | Baekhyun x Park Chanyeol | Chanyeol
54,-8,Hermione Granger x Ron Weasley,Harry Potter Universe,9574,3096,Harry Potter Universe - Hermione Granger x Ron Weasley
55,30,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America & Steve Rogers | Captain America,Marvel,8088,3072,Marvel - James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America & Steve Rogers | Captain America
56,14,Lance x Shiro,Voltron,4298,2993,Voltron - Lance x Shiro
57,-13,Bellamy Blake x Clarke Griffin,The 100,11448,2952,The 100 - Bellamy Blake x Clarke Griffin
58,7,Draco Malfoy x Hermione Granger,Harry Potter Universe,7596,2937,Harry Potter Universe - Draco Malfoy x Hermione Granger
59,New,Billy Hargrove x Steve Harrington,Stranger Things,2930,2930,Stranger Things - Billy Hargrove x Steve Harrington
60,32,Jeremy Heere x Michael Mell,Be More Chill,3857,2777,Be More Chill - Jeremy Heere x Michael Mell
61,New,Brian Kinney x Justin Taylor,Queer as Folk,5638,2713,Queer as Folk - Brian Kinney x Justin Taylor
62,-37,Jesse McCree | McCree x Shimada Hanzo,Overwatch,5831,2678,Overwatch - Jesse McCree | McCree x Shimada Hanzo
63,New,Adam x Shiro,Voltron,2661,2661,Voltron - Adam x Shiro
64,New,Liam Dunbar x Theo Raeken,Teen Wolf,2646,2646,Teen Wolf - Liam Dunbar x Theo Raeken
65,New,Daenerys Targaryen | Khaleesi x Jon Snow,A Song of Ice and Fire / Game of Thrones Universe,3040,2608,A Song of Ice and Fire / Game of Thrones Universe - Daenerys Targaryen | Khaleesi x Jon Snow
66,New,Connor (RK800) & Hank Anderson,Detroit: Become Human,2606,2606,Detroit: Become Human - Connor (RK800) & Hank Anderson
67,-12,Gabriel x Sam Winchester,Supernatural,12661,2605,Supernatural - Gabriel x Sam Winchester
68,New,Bakugou Katsuki x Todoroki Shouto | Shoto,My Hero Academia | 僕のヒーローアカデミア,2840,2603,My Hero Academia | 僕のヒーローアカデミア - Bakugou Katsuki x Todoroki Shouto | Shoto
69,New,Eddie Brock | Venom x Venom (Symbiote),Marvel,2581,2581,Marvel - Eddie Brock | Venom x Venom (Symbiote)
70,New,Kim Seokjin | Jin x Min Yoongi | Suga,Bangtan Boys / BTS,4369,2580,Bangtan Boys / BTS - Kim Seokjin | Jin x Min Yoongi | Suga
71,New,Nicole Haught x Waverly Earp,Wynonna Earp,3685,2529,Wynonna Earp - Nicole Haught x Waverly Earp
72,-61,Otabek Altin x Yuri Plisetsky,Yuri!!! on ICE | ユーリ!!! on ICE,6351,2517,Yuri!!! on ICE | ユーリ!!! on ICE - Otabek Altin x Yuri Plisetsky
73,New,Jane Hopper | Eleven x Mike Wheeler,Stranger Things,2876,2491,Stranger Things - Jane Hopper | Eleven x Mike Wheeler
74,New,Lan Zhan | Lan Wangji x Wei Ying | Wei Wuxian,Grandmaster of Demonic Cultivation / The Untamed | 魔道祖师 / 陈情令,2481,2481,Grandmaster of Demonic Cultivation / The Untamed | 魔道祖师 / 陈情令 - Lan Zhan | Lan Wangji x Wei Ying | Wei Wuxian
75,-4,Ginny Weasley x Harry Potter,Harry Potter Universe,7441,2478,Harry Potter Universe - Ginny Weasley x Harry Potter
76,New,Brienne of Tarth x Jaime Lannister,A Song of Ice and Fire / Game of Thrones Universe,4897,2469,A Song of Ice and Fire / Game of Thrones Universe - Brienne of Tarth x Jaime Lannister
77,New,Do Kyungsoo | D.O x Kim Jongin | Kai,EXO,4374,2457,EXO - Do Kyungsoo | D.O x Kim Jongin | Kai
78,16,Greg Lestrade x Mycroft Holmes,Sherlock,9561,2440,Sherlock - Greg Lestrade x Mycroft Holmes
79,New,Loki Laufeyson/Odinson x Tony Stark | Iron Man,Marvel,8521,2434,Marvel - Loki Laufeyson/Odinson x Tony Stark | Iron Man
80,New,Anthony J. Crowley & Aziraphale,Good Omens,2519,2432,Good Omens - Anthony J. Crowley & Aziraphale
81,New,Keith & Shiro,Voltron,3154,2426,Voltron - Keith & Shiro
82,-7,Noctis Lucis Caelum x Prompto Argentum,Final Fantasy | ファイナルファンタジー,3699,2420,Final Fantasy | ファイナルファンタジー - Noctis Lucis Caelum x Prompto Argentum
83,New,Peter Parker | Spiderman x Wade Wilson | Deadpool,Marvel,6170,2415,Marvel - Peter Parker | Spiderman x Wade Wilson | Deadpool
84,New,Connor (RK900) x Gavin Reed,Detroit: Become Human,2398,2398,Detroit: Become Human - Connor (RK900) x Gavin Reed
85,-54,Even Bech Næsheim x Isak Valtersen,SKAM,4566,2358,SKAM - Even Bech Næsheim x Isak Valtersen
86,-45,Emma Swan x Regina Mills | Evil Queen,Once Upon a Time,11388,2326,Once Upon a Time - Emma Swan x Regina Mills | Evil Queen
87,New,Kim Namjoon | Rap Monster/RM x Park Jimin | Jimin,Bangtan Boys / BTS,3372,2315,Bangtan Boys / BTS - Kim Namjoon | Rap Monster/RM x Park Jimin | Jimin
88,-59,Clarke Griffin x Lexa,The 100,10839,2307,The 100 - Clarke Griffin x Lexa
89,New,Arya Stark x Gendry Waters,A Song of Ice and Fire / Game of Thrones Universe,4233,2249,A Song of Ice and Fire / Game of Thrones Universe - Arya Stark x Gendry Waters
89,-36,Felicity Smoak x Oliver Queen | Green Arrow,DC,11497,2249,DC - Felicity Smoak x Oliver Queen | Green Arrow
89,-9,Danny 'Danno' Williams x Steve McGarrett,Hawaii Five-0,10901,2249,Hawaii Five-0 - Danny 'Danno' Williams x Steve McGarrett
92,New,Steve Rogers | Captain America x Y/N | Reader,Marvel,3695,2241,Marvel - Steve Rogers | Captain America x Y/N | Reader
93,New,Bakugou Katsuki & Midoriya Izuku | Deku,My Hero Academia | 僕のヒーローアカデミア,2373,2221,My Hero Academia | 僕のヒーローアカデミア - Bakugou Katsuki & Midoriya Izuku | Deku
94,-74,Alexandra 'Alex' Danvers | Supergirl/Sentinel x Maggie Sawyer,DC,5231,2215,DC - Alexandra 'Alex' Danvers | Supergirl/Sentinel x Maggie Sawyer
95,New,Ayanga x Zhèng Yúnlóng,Super-Vocal | 声入人心,2214,2214,Super-Vocal | 声入人心 - Ayanga x Zhèng Yúnlóng
96,New,Roman 'Princey' Sanders | Creativity x Virgil Sanders | Anxiety,Sanders Sides,2212,2212,Sanders Sides - Roman 'Princey' Sanders | Creativity x Virgil Sanders | Anxiety
96,New,Peter Hale x Stiles Stilinski,Teen Wolf,6110,2212,Teen Wolf - Peter Hale x Stiles Stilinski
98,-61,John Watson & Sherlock Holmes,Sherlock,16630,2174,Sherlock - John Watson & Sherlock Holmes
99,New,Uchiha Sasuke x Uzumaki Naruto,Naruto,6104,2171,Naruto - Uchiha Sasuke x Uzumaki Naruto
100,New,Craig Tucker x Tweek Tweak,South Park,2952,2156,South Park - Craig Tucker x Tweek Tweak
