Rank,Change,Relationship,Fandom,Total Works,New Works,Fandom_Relationship
34.0,,Frank Iero x Gerard Way,My Chemical Romance,2414,,My Chemical Romance - Frank Iero x Gerard Way
35.0,,Liam Payne x Zayn Malik,One Direction,2301,,One Direction - Liam Payne x Zayn Malik
36.0,,Greg Lestrade x Mycroft Holmes,Sherlock,2281,,Sherlock - Greg Lestrade x Mycroft Holmes
37.0,,Loki Laufeyson/Odinson x Tony Stark | Iron Man,Marvel,2209,,Marvel - Loki Laufeyson/Odinson x Tony Stark | Iron Man
38.0,,Dave Strider x John Egbert,Homestuck,2200,,Homestuck - Dave Strider x John Egbert
39.0,,Bilbo Baggins x Thorin Oakenshield,Lord of the Rings Universe,1973,,Lord of the Rings Universe - Bilbo Baggins x Thorin Oakenshield
40.0,,River Song x The Doctor,Doctor Who Universe,1925,,Doctor Who Universe - River Song x The Doctor
41.0,,Hermione Granger x Ron Weasley,Harry Potter Universe,1845,,Harry Potter Universe - Hermione Granger x Ron Weasley
42.0,,Buffy Summers x Spike,Buffy Universe,1840,,Buffy Universe - Buffy Summers x Spike
43.0,,James Bond x Q,James Bond Universe,1750,,James Bond Universe - James Bond x Q
44.0,,Adam Lambert x Tommy Ratliff,Adam Lambert,1746,,Adam Lambert - Adam Lambert x Tommy Ratliff
45.0,,Jack O'Neill x Sam Carter,Stargate,1716,,Stargate - Jack O'Neill x Sam Carter
46.0,,River Song x The Eleventh Doctor,Doctor Who Universe,1701,,Doctor Who Universe - River Song x The Eleventh Doctor
47.0,,Belle x Mr. Gold | Rumpelstiltskin,Once Upon a Time,1628,,Once Upon a Time - Belle x Mr. Gold | Rumpelstiltskin
48.0,,Greg Lestrade x Mycroft Holmes,Sherlock,1555,,Sherlock - Greg Lestrade x Mycroft Holmes
49.0,,Bruce Banner | Hulk x Tony Stark | Iron Man,Marvel,1554,,Marvel - Bruce Banner | Hulk x Tony Stark | Iron Man
50.0,,Adam Lambert x Kris Allen,Adam Lambert,1550,,Adam Lambert - Adam Lambert x Kris Allen
51.0,,Jackson Whittemore x Lydia Martin,Teen Wolf,1539,,Teen Wolf - Jackson Whittemore x Lydia Martin
52.0,,James 'Jim' Moriarty x Sebastian Moran,Sherlock,1516,,Sherlock - James 'Jim' Moriarty x Sebastian Moran
53.0,,Katniss Everdeen x Peeta Mellark,Hunger Games / Panem Universe,1432,,Hunger Games / Panem Universe - Katniss Everdeen x Peeta Mellark
54.0,,Ginny Weasley x Harry Potter,Harry Potter Universe,1380,,Harry Potter Universe - Ginny Weasley x Harry Potter
55.0,,Anthony DiNozzo x Jethro Gibbs,NCIS,1362,,NCIS - Anthony DiNozzo x Jethro Gibbs
56.0,,Draco Malfoy x Hermione Granger,Harry Potter Universe,1345,,Harry Potter Universe - Draco Malfoy x Hermione Granger
57.0,,Brittany S. Pierce x Santana Lopez,Glee,1344,,Glee - Brittany S. Pierce x Santana Lopez
58.0,,Brian Kinney x Justin Taylor,Queer as Folk,1316,,Queer as Folk - Brian Kinney x Justin Taylor
59.0,,Rose Tyler x The Tenth Doctor,Doctor Who Universe,1294,,Doctor Who Universe - Rose Tyler x The Tenth Doctor
60.0,,Niall Horan x Zayn Malik,One Direction,1291,,One Direction - Niall Horan x Zayn Malik
61.0,,Hannibal Lecter x Will Graham,Hannibal,1287,,Hannibal - Hannibal Lecter x Will Graham
62.0,,Kanaya Maryam x Rose Lalonde,Homestuck,1261,,Homestuck - Kanaya Maryam x Rose Lalonde
63.0,,Jane Foster | Thor x Thor Odinson,Marvel,1243,,Marvel - Jane Foster | Thor x Thor Odinson
64.0,,Isaac Lahey x Scott McCall,Teen Wolf,1205,,Teen Wolf - Isaac Lahey x Scott McCall
65.0,,Spike x Xander Harris,Buffy Universe,1133,,Buffy Universe - Spike x Xander Harris
66.0,,Greg House x James Wilson,House M.D.,1126,,House M.D. - Greg House x James Wilson
67.0,,Amy Pond x Rory Williams,Doctor Who Universe,1123,,Doctor Who Universe - Amy Pond x Rory Williams
68.0,,Erica Reyes x Vernon Boyd,Teen Wolf,1080,,Teen Wolf - Erica Reyes x Vernon Boyd
69.0,,Ray Doyle x William Bodie,The Professionals,1078,,The Professionals - Ray Doyle x William Bodie
70.0,,Harvey Specter x Mike Ross,Suits,1072,,Suits - Harvey Specter x Mike Ross
71.0,,Dean Winchester & Sam Winchester,Supernatural,1067,,Supernatural - Dean Winchester & Sam Winchester
72.0,,"James Potter x Lily Potter, née Evans",Harry Potter Universe,1049,,"Harry Potter Universe - James Potter x Lily Potter, née Evans"
73.0,,Harry Styles x Niall Horan,One Direction,1037,,One Direction - Harry Styles x Niall Horan
74.0,,John Egbert x Karkat Vantas,Homestuck,1032,,Homestuck - John Egbert x Karkat Vantas
75.0,,Bella Swan x Edward Cullen,Twilight,1027,,Twilight - Bella Swan x Edward Cullen
76.0,,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America x Steve Rogers | Captain America,Marvel,1016,,Marvel - James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America x Steve Rogers | Captain America
77.0,,Nyota Uhura x Spock,Star Trek,1016,,Star Trek - Nyota Uhura x Spock
78.0,,Emma Swan x Regina Mills | Evil Queen,Once Upon a Time,1005,,Once Upon a Time - Emma Swan x Regina Mills | Evil Queen
79.0,,Dirk Strider x Jake English,Homestuck,1001,,Homestuck - Dirk Strider x Jake English
80.0,,Jessica Moore x Sam Winchester,Supernatural,993,,Supernatural - Jessica Moore x Sam Winchester
81.0,,Remus Lupin x Severus Snape,Harry Potter Universe,971,,Harry Potter Universe - Remus Lupin x Severus Snape
82.0,,John Watson x Mary Morstan,Sherlock,954,,Sherlock - John Watson x Mary Morstan
83.0,,Hermione Granger x Severus Snape,Harry Potter Universe,950,,Harry Potter Universe - Hermione Granger x Severus Snape
84.0,,Bruce Wayne | Batman x Clark Kent | Superman,DC,923,,DC - Bruce Wayne | Batman x Clark Kent | Superman
85.0,,Fíli x Kíli,Lord of the Rings Universe,918,,Lord of the Rings Universe - Fíli x Kíli
86.0,,Agron x Nasir,Spartacus,890,,Spartacus - Agron x Nasir
87.0,,Brendon Urie x Spencer Smith,Panic! at the Disco,889,,Panic! at the Disco - Brendon Urie x Spencer Smith
88.0,,Alfred F. Jones | America x Arthur Kirkland | England,Hetalia | ヘタリア,886,,Hetalia | ヘタリア - Alfred F. Jones | America x Arthur Kirkland | England
89.0,,Quinn Fabray x Rachel Berry,Glee,878,,Glee - Quinn Fabray x Rachel Berry
90.0,,Patrick Stump x Pete Wentz,Fall Out Boy,877,,Fall Out Boy - Patrick Stump x Pete Wentz
91.0,,Connor 'Kon-El' Kent | Superboy x Tim Drake | Robin/Red Robin,DC,872,,DC - Connor 'Kon-El' Kent | Superboy x Tim Drake | Robin/Red Robin
92.0,,Kurt Hummel x Noah Puckerman,Glee,839,,Glee - Kurt Hummel x Noah Puckerman
93.0,,Castiel x Sam Winchester,Supernatural,827,,Supernatural - Castiel x Sam Winchester
94.0,,Arthur Pendragon x Guinevere 'Gwen' Pendragon,Merlin,822,,Merlin - Arthur Pendragon x Guinevere 'Gwen' Pendragon
95.0,,Uchiha Sasuke x Uzumaki Naruto,Naruto,819,,Naruto - Uchiha Sasuke x Uzumaki Naruto
96.0,,Dave Strider x Karkat Vantas,Homestuck,814,,Homestuck - Dave Strider x Karkat Vantas
97.0,,Brendon Urie x Ryan Ross,Panic! at the Disco,809,,Panic! at the Disco - Brendon Urie x Ryan Ross
98.0,,Liam Payne x Louis Tomlinson,One Direction,801,,One Direction - Liam Payne x Louis Tomlinson
99.0,,Ian Gallagher x Mickey Milkovich,Shameless,796,,Shameless - Ian Gallagher x Mickey Milkovich
100.0,,Lucifer x Sam Winchester,Supernatural,791,,Supernatural - Lucifer x Sam Winchester
