Rank,Change,Relationship,Fandom,Total Works,New Works,Fandom_Relationship
39,-2,Iwaizumi Hajime x Oikawa Tooru,Haikyuu!! | ハイキュー!!,19843,,Haikyuu!! | ハイキュー!! - Iwaizumi Hajime x Oikawa Tooru
40,-2,Geralt of Rivia | The Witcher x Jaskier | Dandelion,The Witcher | Wiedźmin,19107,,The Witcher | Wiedźmin - Geralt of Rivia | The Witcher x Jaskier | Dandelion
41,0,Hinata Shouyou x Kageyama Tobio,Haikyuu!! | ハイキュー!!,18833,,Haikyuu!! | ハイキュー!! - Hinata Shouyou x Kageyama Tobio
41,-1,John Watson & Sherlock Holmes,Sherlock,18833,,Sherlock - John Watson & Sherlock Holmes
43,20,Edward Teach | Blackbeard x Stede Bonnet,Our Flag Means Death,18083,,Our Flag Means Death - Edward Teach | Blackbeard x Stede Bonnet
44,3,James T. Kirk x Spock,Star Trek,18008,,Star Trek - James T. Kirk x Spock
45,5,Bakugou Katsuki & Midoriya Izuku | Deku,My Hero Academia | 僕のヒーローアカデミア,17971,,My Hero Academia | 僕のヒーローアカデミア - Bakugou Katsuki & Midoriya Izuku | Deku
46,5,Ginny Weasley x Harry Potter,Harry Potter Universe,17444,,Harry Potter Universe - Ginny Weasley x Harry Potter
47,-4,Eren Yeager x Levi Ackerman,Attack on Titan | 進撃の巨人,17420,,Attack on Titan | 進撃の巨人 - Eren Yeager x Levi Ackerman
48,23,Anthony J. Crowley & Aziraphale,Good Omens,17386,,Good Omens - Anthony J. Crowley & Aziraphale
49,-4,Jung Hoseok | J-Hope x Min Yoongi | Suga,Bangtan Boys / BTS,17026,,Bangtan Boys / BTS - Jung Hoseok | J-Hope x Min Yoongi | Suga
50,-1,Akaashi Keiji x Bokuto Koutarou,Haikyuu!! | ハイキュー!!,16942,,Haikyuu!! | ハイキュー!! - Akaashi Keiji x Bokuto Koutarou
51,-7,Blaine Anderson x Kurt Hummel,Glee,16909,,Glee - Blaine Anderson x Kurt Hummel
52,-6,Dan Howell | danisnotonfire x Phil Lester | AmazingPhil,Youtube,16746,,Youtube - Dan Howell | danisnotonfire x Phil Lester | AmazingPhil
53,-5,Charles Xavier | Professor X x Erik Lehnsherr | Magneto,Marvel,16595,,Marvel - Charles Xavier | Professor X x Erik Lehnsherr | Magneto
54,-2,Harry Potter x Severus Snape,Harry Potter Universe,16426,,Harry Potter Universe - Harry Potter x Severus Snape
55,24,Han Jisung | Han x Lee Minho | Lee Know,Stray Kids,16402,,Stray Kids - Han Jisung | Han x Lee Minho | Lee Know
56,-3,Ian Gallagher x Mickey Milkovich,Shameless,16004,,Shameless - Ian Gallagher x Mickey Milkovich
57,New,James Potter x Regulus Black,Harry Potter Universe,15556,,Harry Potter Universe - James Potter x Regulus Black
58,New,Getou Suguru x Gojo Satoru,Jujutsu Kaisen | 呪術廻戦,15322,,Jujutsu Kaisen | 呪術廻戦 - Getou Suguru x Gojo Satoru
59,3,Dean Winchester & Sam Winchester,Supernatural,15046,,Supernatural - Dean Winchester & Sam Winchester
60,-6,Eddie Kaspbrak x Richie Tozier,IT,14996,,IT - Eddie Kaspbrak x Richie Tozier
61,8,Uchiha Sasuke x Uzumaki Naruto,Naruto,14840,,Naruto - Uchiha Sasuke x Uzumaki Naruto
62,-6,Emma Swan x Regina Mills | Evil Queen,Once Upon a Time,14808,,Once Upon a Time - Emma Swan x Regina Mills | Evil Queen
63,-6,Thomas Michael Simons | TommyInnit & Toby Smith | Tubbo,Youtube,14752,,Youtube - Thomas Michael Simons | TommyInnit & Toby Smith | Tubbo
64,8,Tartaglia | Childe x Zhongli,Genshin Impact | 原神,14702,,Genshin Impact | 原神 - Tartaglia | Childe x Zhongli
65,-7,Armitage Hux x Ben Solo | Kylo Ren,Star Wars Universe,14559,,Star Wars Universe - Armitage Hux x Ben Solo | Kylo Ren
66,-11,Keith x Shiro,Voltron,14535,,Voltron - Keith x Shiro
67,-7,Kim Taehyung | V x Park Jimin | Jimin,Bangtan Boys / BTS,14493,,Bangtan Boys / BTS - Kim Taehyung | V x Park Jimin | Jimin
68,-7,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America x Y/N | Reader,Marvel,14406,,Marvel - James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America x Y/N | Reader
69,-1,Dana Scully x Fox Mulder,The X-Files,14215,,The X-Files - Dana Scully x Fox Mulder
70,18,Annabeth Chase x Percy Jackson,Percy Jackson,14210,,Percy Jackson - Annabeth Chase x Percy Jackson
71,-4,Jeon Jungkook | Jungkook x Min Yoongi | Suga,Bangtan Boys / BTS,14055,,Bangtan Boys / BTS - Jeon Jungkook | Jungkook x Min Yoongi | Suga
72,-13,Bellamy Blake x Clarke Griffin,The 100,13863,,The 100 - Bellamy Blake x Clarke Griffin
73,-8,Loki Laufeyson/Odinson x Thor Odinson,Marvel,13469,,Marvel - Loki Laufeyson/Odinson x Thor Odinson
74,-10,Jared Padalecki x Jensen Ackles,Supernatural,13453,,Supernatural - Jared Padalecki x Jensen Ackles
75,-9,Gabriel x Sam Winchester,Supernatural,13406,,Supernatural - Gabriel x Sam Winchester
76,-6,John Sheppard x Rodney McKay,Stargate,13254,,Stargate - John Sheppard x Rodney McKay
77,-3,Alexander | Technoblade & Thomas Michael Simons | TommyInnit,Youtube,13056,,Youtube - Alexander | Technoblade & Thomas Michael Simons | TommyInnit
78,8,Aizawa Shouta | Eraserhead & Midoriya Izuku | Deku,My Hero Academia | 僕のヒーローアカデミア,12989,,My Hero Academia | 僕のヒーローアカデミア - Aizawa Shouta | Eraserhead & Midoriya Izuku | Deku
79,-4,Erwin Smith x Levi Ackerman,Attack on Titan | 進撃の巨人,12968,,Attack on Titan | 進撃の巨人 - Erwin Smith x Levi Ackerman
80,12,Harry Potter x Tom Riddle | Voldemort,Harry Potter Universe,12783,,Harry Potter Universe - Harry Potter x Tom Riddle | Voldemort
81,14,Amity Blight x Luz Noceda,The Owl House,12404,,The Owl House - Amity Blight x Luz Noceda
82,New,Nico di Angelo x Will Solace,Percy Jackson,12388,,Percy Jackson - Nico di Angelo x Will Solace
83,1,Miya Atsumu x Sakusa Kiyoomi,Haikyuu!! | ハイキュー!!,12358,,Haikyuu!! | ハイキュー!! - Miya Atsumu x Sakusa Kiyoomi
84,-7,Ianto Jones x Jack Harkness,Doctor Who Universe,12280,,Doctor Who Universe - Ianto Jones x Jack Harkness
85,-7,Frank Iero x Gerard Way,My Chemical Romance,12257,,My Chemical Romance - Frank Iero x Gerard Way
86,-10,Greg Lestrade x Mycroft Holmes,Sherlock,12253,,Sherlock - Greg Lestrade x Mycroft Holmes
87,-14,Clarke Griffin x Lexa,The 100,12179,,The 100 - Clarke Griffin x Lexa
88,New,Alhaitham x Kaveh,Genshin Impact | 原神,11947,,Genshin Impact | 原神 - Alhaitham x Kaveh
89,-9,Loki Laufeyson/Odinson x Tony Stark | Iron Man,Marvel,11793,,Marvel - Loki Laufeyson/Odinson x Tony Stark | Iron Man
90,4,Bakugou Katsuki x Todoroki Shouto | Shoto,My Hero Academia | 僕のヒーローアカデミア,11691,,My Hero Academia | 僕のヒーローアカデミア - Bakugou Katsuki x Todoroki Shouto | Shoto
91,7,Takami Keigo | Hawks x Todoroki Touya | Dabi,My Hero Academia | 僕のヒーローアカデミア,11685,,My Hero Academia | 僕のヒーローアカデミア - Takami Keigo | Hawks x Todoroki Touya | Dabi
92,-11,Enjolras x Grantaire,Les Misérables,11611,,Les Misérables - Enjolras x Grantaire
93,New,Roronoa Zoro | Pirate Hunter Zoro x Sanji Vinsmoke | Black-Leg Sanji,One Piece | ワンピース,11572,,One Piece | ワンピース - Roronoa Zoro | Pirate Hunter Zoro x Sanji Vinsmoke | Black-Leg Sanji
94,-12,James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America & Steve Rogers | Captain America,Marvel,11540,,Marvel - James Buchanan 'Bucky' Barnes | Winter Soldier/Captain America & Steve Rogers | Captain America
95,-12,Castiel & Dean Winchester,Supernatural,11487,,Supernatural - Castiel & Dean Winchester
96,-6,Bilbo Baggins x Thorin Oakenshield,Lord of the Rings Universe,11479,,Lord of the Rings Universe - Bilbo Baggins x Thorin Oakenshield
97,-12,Danny 'Danno' Williams x Steve McGarrett,Hawaii Five-0,11462,,Hawaii Five-0 - Danny 'Danno' Williams x Steve McGarrett
98,-2,Adora x Catra,She-Ra and the Princesses of Power,11366,,She-Ra and the Princesses of Power - Adora x Catra
99,-12,Clint Barton | Hawkeye x Natalia Alianovna 'Natasha' Romanova | Black Widow,Marvel,11260,,Marvel - Clint Barton | Hawkeye x Natalia Alianovna 'Natasha' Romanova | Black Widow
100,New,Andrew Minyard x Neil Josten,All For The Game,11221,,All For The Game - Andrew Minyard x Neil Josten
